PLAYER,SEASON,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,ALLSTAR
Trae Young,2021,ATL,23,53,26,27,34.4,27.8,9.3,20.5,45.6,3,7.8,38.3,6.2,6.9,89.8,0.6,3.2,3.9,9.3,4.1,1,0.1,1.6,45.6,28,0,1,1
Luka Doncic,2021,DAL,23,44,29,15,35.4,27.5,9.7,21.7,44.9,2.8,8.3,33.5,5.3,7.3,73.1,0.9,8.3,9.2,9,4.4,1.1,0.5,2.4,52.5,30,9,2.8,1
Ja Morant,2021,MEM,22,46,29,17,33.2,26.8,10,20.2,49.5,1.5,4.5,33,5.3,7,75.5,1.3,4.5,5.8,6.9,3.4,1.2,0.4,1.5,45.5,9,1,2.9,1
Nikola Jokic,2021,DEN,27,52,32,20,33,26,9.9,17.4,57,1.6,4.3,37.2,4.5,5.6,80.8,2.8,11,13.8,7.9,3.8,1.3,0.7,2.5,56.8,46,15,7.1,1
Stephen Curry,2021,GSW,34,54,40,14,34.8,25.8,8.4,19.6,42.7,4.6,12.3,37.9,4.4,4.8,91.9,0.6,4.7,5.3,6.3,3.2,1.4,0.4,2.1,43.7,10,2,8.8,1
Donovan Mitchell,2021,UTA,25,46,31,15,33.4,25.7,9.3,20.3,45.6,3.3,9.5,35.1,3.9,4.5,87.3,0.9,3.3,4.2,5.2,2.9,1.6,0.3,2.4,41.3,1,0,6.4,1
Jayson Tatum,2021,BOS,24,56,32,24,36.1,25.7,8.9,20.6,43.4,2.8,8.4,32.9,5.1,6,84.8,1.2,7.2,8.4,4.2,2.9,1,0.7,2.3,44.2,18,0,7,1
Devin Booker,2021,PHX,25,51,43,8,34.1,25.5,9.3,20.8,44.6,2.6,7.1,36.9,4.3,5,86.3,0.8,4.4,5.2,4.5,2.4,1,0.4,2.5,40.3,2,0,6.3,1
Paul George,2021,LAC,32,26,14,12,35.5,24.7,9,21.4,42.1,2.7,8.3,32.3,4,4.5,88,0.4,6.7,7.1,5.5,4.2,2,0.4,2.5,44.5,6,0,0.9,0
Zach LaVine,2021,CHI,27,47,31,16,34.6,24.6,8.7,18.1,48.2,2.9,7.2,39.9,4.2,4.9,86.9,0.3,4.6,4.9,4.5,2.7,0.6,0.4,1.7,37.4,0,0,2.1,1
Karl-Anthony Towns,2021,MIN,26,52,29,23,34.3,24.4,8.7,16.7,52.2,2.1,5.2,40.9,4.9,5.9,81.9,2.8,6.9,9.7,4,3.3,1,1.1,3.6,45.2,27,1,3.3,1
Kyrie Irving,2021,BKN,30,14,4,10,36.2,24.1,9.1,20.1,45.2,2.5,6.8,36.8,3.5,3.8,92.5,0.6,4.2,4.8,5.4,2.4,1.1,0.6,2.4,40.6,1,0,-0.4,0
Damian Lillard,2021,POR,31,29,12,17,36.4,24,7.7,19,40.2,3.2,9.8,32.4,5.5,6.2,87.8,0.4,3.7,4.1,7.3,2.9,0.6,0.4,1.3,39.9,8,0,-1,0
Jaylen Brown,2021,BOS,25,46,27,19,34.3,23.7,8.7,18.8,46,2.7,7.5,35.3,3.8,4.9,77.3,0.8,5.7,6.5,3.3,2.9,1.1,0.3,2.5,37.8,8,1,6.1,0
Bradley Beal,2021,WAS,29,40,17,23,36,23.2,8.7,19.3,45.1,1.6,5.3,30,4.2,5.1,83.3,1,3.8,4.7,6.6,3.4,0.9,0.4,2.4,39.3,4,0,-2.6,0
Anthony Davis,2021,LAL,29,37,17,20,35.1,23.1,9.2,17.2,53.7,0.3,1.8,18.2,4.4,6.1,70.9,2.8,6.9,9.7,2.9,2.1,1.2,2.3,2.5,47.7,17,0,-1.8,0
Shai Gilgeous-Alexander,2021,OKC,23,43,14,29,34.6,22.7,7.8,18.3,42.4,1.6,5.6,27.8,5.6,6.9,81.1,0.7,4,4.7,5.5,2.4,1.1,0.8,2.3,40,4,1,-3.7,0
James Harden,2021,PHI,32,44,26,18,37,22.5,6.6,16,41.4,2.3,7,33.2,6.9,8,86.9,1,7,8,10.2,4.8,1.3,0.7,2.4,48.4,29,9,0.5,1
Brandon Ingram,2021,NOP,24,45,21,24,34.3,22.1,8.1,18.2,44.8,1.5,4.4,33.3,4.3,5.3,81.6,0.7,5,5.7,5.4,2.6,0.6,0.5,2.2,37.7,7,0,0.3,0
Pascal Siakam,2021,TOR,28,44,24,20,37.8,21.9,8.5,17.1,49.5,1.1,3.1,34.8,3.9,5.3,73.8,2.1,6.6,8.7,5.2,2.8,1.3,0.7,3.5,43.3,18,0,3.8,0
Anthony Edwards,2021,MIN,20,53,28,25,34.6,21.9,7.8,18,43.5,3.1,8.7,35.5,3.1,4,77.6,0.9,3.9,4.8,3.6,2.8,1.5,0.7,2.3,36.8,4,0,3.3,0
De'Aaron Fox,2021,SAC,24,48,19,29,34.4,21.8,8.2,17.6,46.4,1,3.8,27.1,4.4,5.9,75.4,0.5,3.4,3.9,5.1,2.8,1.1,0.4,2.9,36,1,0,-3.7,0
Jimmy Butler,2021,MIA,32,40,26,14,34.3,21.8,7.2,15,47.8,0.4,2,19.2,7.1,7.9,89.6,2,4.5,6.4,6,2.2,1.8,0.5,1.5,43,12,4,5,1
Fred VanVleet,2021,TOR,28,50,29,21,38.4,21.6,7.3,17.3,41.9,4,10,40.1,3.1,3.5,87.4,0.8,3.8,4.6,7,2.7,1.6,0.5,2.3,41.3,10,1,3.6,1
CJ McCollum,2021,NOP,30,41,16,25,35.4,21.5,8.4,18.9,44.7,3.1,8,38.9,1.5,2.1,71.8,1,3.5,4.5,4.6,2,1,0.5,2.1,36.5,2,0,-2.9,0
Darius Garland,2021,CLE,22,47,29,18,34.6,20.3,7.8,16.3,47.7,2.6,6.8,37.8,2.2,2.4,91.1,0.5,2.8,3.3,8,3.7,1.2,0.1,1.7,36.3,16,1,6.8,1
LaMelo Ball,2021,CHA,20,53,25,28,32.7,20,7.2,16.9,42.3,2.7,7.3,36.7,3.1,3.6,85.7,1.6,5.5,7.1,7.5,3.2,1.6,0.4,3.2,42.7,18,5,0,1
Miles Bridges,2021,CHA,24,58,27,31,36.3,20,7.4,15.4,48.1,1.8,5.9,30.8,3.3,4.2,79.8,1.2,6,7.2,3.6,2,1,0.9,2.6,37.9,11,0,0.7,0
Tyler Herro,2021,MIA,22,46,29,17,32.7,20,7.4,17.3,42.7,2.5,6.7,37.4,2.7,3.1,87.9,0.6,4.2,4.8,3.9,2.8,0.6,0.2,1.5,31.3,2,0,2.5,0
Dejounte Murray,2021,SAS,25,52,22,30,34.4,19.9,8.2,17.9,45.9,1.3,4,31.9,2.2,2.9,75.8,1.3,7,8.3,9.3,2.4,2,0.3,2,48.6,29,11,1.1,1
Julius Randle,2021,NYK,27,57,25,32,35.7,19.8,7.1,16.9,42.1,1.6,5.3,30.6,3.9,5.2,76.5,1.8,8.4,10.2,5.2,3.5,0.8,0.6,2.8,40.4,27,1,-3.6,0
Khris Middleton,2021,MIL,30,48,31,17,32.1,19.4,6.6,15,43.8,2.3,6.4,35.6,4,4.5,88.4,0.6,4.9,5.5,5.3,2.9,1.2,0.3,2.5,35.4,4,0,4.4,1
Kristaps Porzingis,2021,WAS,26,34,19,15,29.5,19.2,6.7,14.9,45.1,1.4,5.1,28.3,4.3,5,86.5,1.9,5.8,7.7,2,1.6,0.7,1.7,2.6,37.3,9,0,1.4,0
Jerami Grant,2021,DET,28,33,5,28,32.2,19,6.3,15.1,41.6,1.8,5.2,33.9,4.7,5.6,84.2,0.7,3.6,4.3,2.5,2,1,1.1,2.2,32,1,0,-7,0
D'Angelo Russell,2021,MIN,26,45,26,19,32.2,18.8,6.5,15.9,40.8,3,8.6,35.1,2.9,3.6,80.2,0.4,3.1,3.5,7,2.5,0.9,0.5,2.2,35.1,10,0,4.6,0
Norman Powell,2021,LAC,29,43,13,30,32.9,18.8,6.2,13.6,45.7,2.3,5.7,40.7,4.1,5.1,80.7,0.5,2.8,3.3,2.2,1.6,1,0.4,2.3,28.7,0,0,-5.3,0
Domantas Sabonis,2021,SAC,26,51,18,33,34.5,18.8,7.1,12.3,57.9,0.7,2.2,31.5,3.9,5.3,73.9,3.3,8.7,12,5.1,3,1,0.5,3.1,42,37,5,0.3,0
Terry Rozier,2021,CHA,28,51,24,27,33.7,18.7,6.8,16,42.8,3,8.2,36,2,2.5,81.9,0.8,3.5,4.3,4.3,1.3,1.1,0.4,1.6,33.4,3,1,-0.6,0
Tobias Harris,2021,PHI,29,49,29,20,35.3,18.7,7.3,15,48.4,1.2,3.4,34.5,2.9,3.4,85.1,1.1,6.2,7.3,3.7,1.8,0.6,0.7,2,35,8,1,0.4,0
Bam Adebayo,2021,MIA,24,34,21,13,33.4,18.6,7.1,13.5,52.4,0,0.1,0,4.4,5.9,75.1,2.9,7.4,10.2,3.5,2.9,1.5,0.7,3.1,39.9,19,0,4.9,0
Gary Trent Jr.,2021,TOR,23,48,30,18,34.9,18.6,6.7,15.7,43,3.2,8,39.7,1.9,2.4,81.4,0.3,2.4,2.7,1.9,1,1.9,0.3,2.1,30.2,0,0,2.5,0
Malcolm Brogdon,2021,IND,29,28,11,17,33.4,18.5,6.6,14.7,44.8,1.6,5.4,30.7,3.8,4.4,86.1,0.9,4.3,5.1,5.9,2.2,0.9,0.4,2,35.2,4,1,1.7,0
Dillon Brooks,2021,MEM,26,21,13,8,27.9,18.4,6.9,16.2,42.6,1.6,4.8,32.7,3,3.4,88.9,0.8,2.5,3.3,2.7,1.8,1.3,0.2,3.3,29.1,0,0,5.1,0
Russell Westbrook,2021,LAL,33,57,27,30,34.6,18.3,6.9,15.8,43.7,1,3.5,29.9,3.4,5.1,66.8,1.4,6.4,7.8,7.5,4.1,1.1,0.3,3,38.8,23,9,-2,0
Nikola Vucevic,2021,CHI,31,52,34,18,33.9,18.2,7.7,16.2,47.4,1.5,4.8,31.7,1.3,1.7,75.6,2,9.7,11.7,3.6,1.9,1,1.2,2.5,42.2,34,0,2.5,0
Caris LeVert,2021,CLE,27,43,17,26,31.1,18.2,7,15.8,44.3,1.5,4.7,32,2.7,3.5,76,0.7,2.9,3.6,4.4,1.9,1,0.4,2.3,31.4,1,0,-0.8,0
Jrue Holiday,2021,MIL,32,47,32,15,33,18.1,7.2,14.2,50.7,1.9,4.6,40.7,1.9,2.5,75.9,1,3.6,4.6,6.6,2.7,1.5,0.5,2,36.7,8,0,6.1,0
Jonas Valanciunas,2021,NOP,30,53,22,31,31.3,18,6.9,12.8,53.8,0.9,2.3,38.5,3.3,4,82.5,3.2,8.3,11.5,2.6,2.5,0.5,0.9,3.3,37.4,35,0,-0.1,0
RJ Barrett,2021,NYK,22,48,22,26,33.1,18,6.4,15.5,41.2,2,5.6,35.4,3.2,4.6,69.5,0.9,4.8,5.7,2.6,2,0.5,0.3,2,29.2,3,0,-3.6,0
Desmond Bane,2021,MEM,24,56,39,17,30.2,17.9,6.6,14.4,46,2.9,6.9,41.9,1.8,1.9,90.7,0.6,3.9,4.5,2.5,1.6,1.2,0.4,2.6,30.2,0,0,3.4,0
Bojan Bogdanovic,2021,UTA,33,56,36,20,31,17.8,6.1,13.4,45.5,2.4,6.4,38,3.2,3.7,87,0.8,3.5,4.4,1.7,1.7,0.5,0,1.7,25.4,3,0,3.7,0
Andrew Wiggins,2021,GSW,27,54,38,16,31.7,17.7,6.7,13.9,48.1,2.3,5.5,41.4,2.1,3.2,66.1,1,3.2,4.2,2.1,1.5,1,0.7,1.9,29.7,0,0,4.9,1
Cole Anthony,2021,ORL,22,46,11,35,33,17.7,6,15.2,39.8,2.2,6.5,33.7,3.5,4,85.5,0.6,5.2,5.8,5.9,2.9,0.8,0.3,2.7,34,7,0,-3.8,0
Christian Wood,2021,HOU,26,54,15,39,30.9,17.5,6.4,13.3,48.4,1.8,4.9,37.2,2.9,4.6,61.6,1.7,8.5,10.2,2.2,1.9,0.8,0.9,2.4,36.4,26,0,-7,0
OG Anunoby,2021,TOR,24,42,26,16,36.7,17.5,6.6,15.1,43.6,2.4,6.8,35.1,1.9,2.5,74.8,1.6,3.9,5.5,2.6,1.8,1.5,0.6,3,32.6,3,0,1.6,0
Luguentz Dort,2021,OKC,23,51,17,34,32.7,17.2,5.7,14.2,40.4,2.5,7.7,33.2,3.2,3.7,84.3,0.7,3.4,4.2,1.7,1.7,0.9,0.4,2.9,26.8,0,0,-5.8,0
Klay Thompson,2021,GSW,32,16,9,7,25.3,17.1,6.2,14.8,41.8,2.9,7.7,37.4,1.8,1.9,93.5,0.4,3.4,3.8,3.1,1.4,0.6,0.4,1.5,28,0,0,3.9,0
Harrison Barnes,2021,SAC,30,55,19,36,33.7,17,5.2,11.1,46.6,2,4.8,40.9,4.7,5.6,82.8,1.1,5,6.1,2.5,1.6,0.7,0.2,1.3,29,4,0,-5.5,0
Anfernee Simons,2021,POR,23,53,25,28,29.3,17,6.2,13.8,44.7,3.1,7.6,40,1.6,1.8,88.5,0.5,2.2,2.7,3.9,1.9,0.5,0.1,1.9,26.1,2,0,-0.4,0
Tyrese Maxey,2021,PHI,21,51,29,22,35.6,16.9,6.3,13.4,46.9,1.4,3.6,39,2.9,3.4,87.1,0.4,3.2,3.5,4.6,1.2,0.6,0.5,2.1,30.4,1,0,2,0
John Collins,2021,ATL,24,50,24,26,31.3,16.8,6.5,12.1,53.7,1.2,3.2,38.8,2.5,3.2,79.4,1.8,6.1,7.9,1.9,1.1,0.6,1.1,3.1,33.2,15,0,0.6,0
Jaren Jackson Jr.,2021,MEM,22,59,40,19,27.8,16.7,5.7,13.7,41.5,1.7,5.5,31.8,3.6,4.5,80.2,1.6,4.4,6,1.1,1.7,1,2.2,3.4,33.4,6,0,3.4,0
Reggie Jackson,2021,LAC,32,57,28,29,30.9,16.6,6.3,15.9,39.5,2.3,7,32.5,1.7,2,83.5,0.5,3,3.4,4.5,2.2,0.7,0.2,2,28.1,4,0,-1,0
Deandre Ayton,2021,PHX,23,37,30,7,29.1,16.5,7.2,11.4,63.3,0.1,0.2,22.2,2,2.8,72.8,2.6,7.6,10.3,1.4,1.6,0.8,0.8,2.2,33.9,19,0,4.2,0
Jordan Poole,2021,GSW,23,53,38,15,28.8,16.4,5.6,12.7,43.8,2.3,6.9,33.8,2.9,3.1,92.2,0.5,2.7,3.1,3.5,2.3,0.8,0.3,2.6,26.3,0,0,4.6,0
Kyle Kuzma,2021,WAS,26,55,27,28,33.2,16.3,6.1,13.5,45.2,1.9,5.5,33.4,2.2,3.2,70.3,1.1,7.7,8.8,3.1,2.4,0.7,0.8,1.8,33.5,22,1,-4,0
Jalen Brunson,2021,DAL,25,58,35,23,32.1,16.3,6.5,12.9,50.3,1.2,3.1,37.2,2.2,2.7,81.3,0.6,3.3,3.8,5.4,1.7,0.9,0.1,1.9,30,6,0,2.7,0
Kelly Oubre Jr.,2021,CHA,26,54,25,29,28.5,16.2,5.9,13.5,43.5,2.7,8,34,1.7,2.6,67.6,1.2,2.9,4.1,1.1,1,1.2,0.4,2.6,26.6,1,0,-0.6,0
Jarrett Allen,2021,CLE,24,50,33,17,32.6,16.2,6.6,9.9,66.6,0,0.2,10,3,4.3,70.2,3.6,7.4,11,1.8,1.8,0.7,1.3,1.8,36.6,30,0,3,0
Marcus Morris Sr.,2021,LAC,32,36,16,20,29.9,16.2,5.9,13.4,43.9,2.1,5.4,38.8,2.3,2.7,84.7,0.6,4.3,4.8,2.2,1.3,0.6,0.3,2.3,26.5,2,0,-3.1,0
Gordon Hayward,2021,CHA,32,48,26,22,32.2,16.1,5.9,12.7,46,1.8,4.5,39,2.6,3.1,84.6,0.8,3.8,4.6,3.6,1.7,1,0.5,1.8,29.6,1,0,-0.3,0
Collin Sexton,2021,CLE,23,11,7,4,28.8,16,6.2,13.7,45,1,4.1,24.4,2.6,3.5,74.4,1.2,2.1,3.3,2.1,2.8,0.9,0,2.3,23,0,0,-2.7,0
Saddiq Bey,2021,DET,23,58,13,45,33.6,15.9,5.5,14.1,38.8,2.6,7.4,34.6,2.4,2.9,83,1.4,4.4,5.8,2.8,1.3,0.9,0.2,1.6,29.3,6,0,-7.7,0
Cade Cunningham,2021,DET,20,44,12,32,31.8,15.7,6,15.2,39.4,2,6.2,32.7,1.8,2,85.6,0.9,4.5,5.5,5.2,3.5,1.3,0.7,3,32.4,6,2,-6.1,0
Keldon Johnson,2021,SAS,22,55,22,33,31.3,15.7,5.8,12.5,46.7,1.9,4.5,42.5,2.1,2.8,74.8,1.1,4.9,6,1.8,1.3,0.8,0.1,1.9,27,5,0,0.5,0
Rudy Gobert,2021,UTA,30,44,30,14,32.1,15.7,5.6,7.9,71.1,0,0,0,4.5,6.5,68.9,3.5,11.3,14.8,1.2,1.8,0.8,2.3,2.7,42.3,35,0,7.6,1
Franz Wagner,2021,ORL,20,60,13,47,32,15.6,5.9,12.7,46.6,1.3,3.6,36.2,2.4,2.9,85.4,1.1,3.5,4.6,3,1.6,0.9,0.5,2.1,28,2,0,-4.4,0
Jordan Clarkson,2021,UTA,30,55,34,21,26.4,15.5,5.6,13.9,40.3,2.5,7.9,32,1.7,2.1,83.2,0.8,2.6,3.3,2.4,1.6,0.7,0.2,1.9,24.4,0,0,4.7,0
Bobby Portis,2021,MIL,27,51,31,20,28.8,15.3,6,12.5,48.2,1.9,4.7,40.2,1.4,1.8,75.5,2.6,6.5,9.1,1.3,1.5,0.8,0.8,2.6,31.5,19,0,4.5,0
Seth Curry,2021,BKN,31,48,29,19,34.7,15.2,5.8,11.9,48.5,2.3,5.7,41,1.4,1.5,87.8,0.4,3,3.4,4.1,1.9,0.8,0.2,2.2,26.4,1,0,3.1,0
Will Barton,2021,DEN,31,51,28,23,32.3,15.2,5.8,13,44.4,2.2,6,37,1.4,1.7,78.4,0.6,4.3,5,3.9,1.9,0.8,0.5,1.5,29.2,1,0,1.2,0
Jusuf Nurkic,2021,POR,27,56,25,31,28.2,15,5.7,10.7,53.5,0.3,1,26.8,3.3,4.8,69,3,8.1,11.1,2.8,2.6,1.1,0.6,3.4,35.1,30,0,0.2,0
Chris Paul,2021,PHX,37,58,48,10,33,14.9,5.6,11.5,48.7,1,3.1,33,2.7,3.2,84.3,0.3,4.2,4.5,10.7,2.4,1.9,0.3,2,40.4,31,2,7.2,1
Evan Mobley,2021,CLE,21,50,32,18,34.1,14.9,6,12,50.3,0.4,1.4,26.5,2.4,3.6,67.2,1.9,6.2,8.1,2.6,2,0.8,1.6,2,33.9,13,0,2.8,0
Buddy Hield,2021,IND,29,59,21,38,29.3,14.8,5,12.9,38.9,3.3,9.1,36.6,1.4,1.6,86.6,0.8,3.4,4.2,2.1,1.6,0.8,0.3,2.1,24.7,0,0,-2.1,0
Tyrese Haliburton,2021,IND,22,55,21,34,34.8,14.7,5.4,11.7,46,2.1,5.1,41.7,1.8,2.2,83.3,0.7,3.2,3.9,7.7,2.3,1.7,0.6,1.4,35.7,16,0,-4.2,0
Jalen Green,2021,HOU,20,43,7,36,30.4,14.6,4.9,12.6,38.7,1.9,6.2,31.1,2.9,3.6,81.8,0.4,2.7,3.1,2.3,2.2,0.6,0.2,1.6,21.9,0,0,-11.4,0
Aaron Gordon,2021,DEN,26,53,31,22,31.8,14.5,5.6,10.9,51.6,1.2,3.5,33.3,2.1,2.8,73.5,1.7,4.1,5.8,2.6,1.8,0.7,0.5,1.9,27.3,4,0,4.7,0
Evan Fournier,2021,NYK,29,57,24,33,29.5,14.5,5.2,12.3,42.4,3,7.6,39.4,1.1,1.5,72.3,0.5,2.4,2.9,1.9,1.4,1,0.3,2.1,23.2,0,0,-1.9,0
Scottie Barnes,2021,TOR,20,49,27,22,35.4,14.4,5.7,12.1,47,0.8,2.7,31.3,2.2,3,73.3,2.4,5,7.4,3.3,1.8,1,0.8,2.7,32,5,0,0.3,0
Montrezl Harrell,2021,CHA,28,50,22,28,24.9,14.4,5.5,8.5,64.6,0.1,0.3,26.7,3.3,4.6,71.3,2.2,4.6,6.8,2,1.1,0.4,0.7,2,27.8,6,0,1.3,0
Kevin Love,2021,CLE,33,50,29,21,22.3,14.3,4.5,10.7,42.6,2.5,6.4,39.3,2.7,3.2,85.4,1.2,6.2,7.3,2.1,1.3,0.3,0.2,1.2,26.8,9,0,2.9,0
Eric Gordon,2021,HOU,33,47,15,32,29.7,14.3,5,10.5,48.2,2.3,5.4,41.7,1.9,2.6,75.8,0.3,1.7,2,3,2,0.5,0.4,1.1,21.8,0,0,-3.7,0
Derrick White,2021,BOS,27,53,23,30,30.3,14.2,4.9,11.6,42.3,1.6,5.4,30.6,2.8,3.2,86,0.5,3,3.6,5.5,1.8,1.1,0.9,2.4,30.7,2,0,1.8,0
Tim Hardaway Jr.,2021,DAL,30,42,24,18,29.6,14.2,5,12.6,39.4,2.4,7.2,33.6,1.9,2.5,75.7,0.3,3.4,3.7,2.2,0.8,0.9,0.1,1.8,24.3,0,0,0.9,0
Dennis Schroder,2021,HOU,28,52,28,24,29.2,14.2,5.2,11.9,43.6,1.3,3.9,34.3,2.5,3,85.2,0.6,2.8,3.4,4.4,2.2,0.8,0.1,2.4,25.6,0,0,0.6,0
Josh Hart,2021,POR,27,44,19,25,33.7,14.1,5,9.7,51.4,1.2,3.4,35.1,2.9,3.9,75.4,1.3,6.3,7.6,4.1,2.1,1.1,0.3,2.9,31.3,12,0,-1.6,0
Wendell Carter Jr.,2021,ORL,23,51,10,41,29.4,14,5.4,10.6,50.7,1.2,3.6,32.1,2.1,3,70.6,2.1,8.1,10.2,2.7,1.7,0.6,0.7,2.6,32.6,25,0,-3.1,0
Coby White,2021,CHI,22,39,25,14,28.2,14,5,11,45.3,2.4,5.9,40.1,1.6,1.9,84,0.3,2.8,3.1,2.8,1.3,0.5,0.3,2.3,23,1,0,-0.2,0
Mike Conley,2021,UTA,34,52,35,17,28.3,13.8,4.8,10.9,43.8,2.4,5.8,41,1.9,2.3,83.8,0.6,2.5,3.1,5.3,1.7,1.2,0.3,1.9,28.4,2,0,6.5,0
LaMarcus Aldridge,2021,BKN,36,39,23,16,22.9,13.8,5.8,10.4,55.9,0.3,1,30.8,1.8,2.1,85.5,1.6,4.1,5.7,0.8,1,0.3,1.1,1.8,25.2,2,0,1.9,0
Kevin Porter Jr.,2021,HOU,22,39,11,28,30.1,13.7,4.7,11.8,39.9,2.3,6,38,2,3.3,60.6,0.7,3.2,3.9,6.2,3.5,1.2,0.3,2.5,28.5,4,0,-5.2,0
Lauri Markkanen,2021,CLE,25,38,23,15,30.2,13.6,4.9,11.3,43.6,2,5.9,34.2,1.7,1.9,86.3,1.1,4.2,5.3,1.5,0.8,0.8,0.6,1.8,25.3,1,0,4.7,0
Carmelo Anthony,2021,LAL,38,50,24,26,26.5,13.4,4.6,10.5,43.7,2.3,5.9,39.2,2,2.4,82.4,0.8,3.3,4.2,1,0.9,0.7,0.8,2.2,23.7,1,0,1.3,0
Chris Duarte,2021,IND,25,50,19,31,28.7,13.4,5,11.5,43.5,1.7,4.8,36.4,1.7,2.1,79.2,0.7,3.4,4.1,2.2,1.7,1,0.2,1.7,23.7,0,0,-0.7,0
Mikal Bridges,2021,PHX,25,58,48,10,34.8,13.4,5.3,10,53,1.4,3.8,36.5,1.4,1.6,84,1,3.3,4.3,2.1,0.8,1.2,0.4,1.9,25.9,0,0,6.9,0
Patty Mills,2021,BKN,33,58,31,27,31.1,13.4,4.7,11.1,42.5,3.2,7.7,41.9,0.7,0.8,85.4,0.3,1.9,2.2,2.6,1,0.8,0.3,1.5,22,0,0,2.1,0
Bogdan Bogdanovic,2021,ATL,29,40,19,21,28.7,13.3,4.9,11.2,43.3,2.5,6.6,37.5,1.1,1.4,81.5,0.3,3.5,3.9,3,1.1,1,0.2,2.1,24.8,0,0,1.3,0
Kyle Lowry,2021,MIA,36,46,30,16,34.3,13.3,4.4,10.4,42.5,2.2,6.1,35.2,2.3,2.7,84,0.6,4,4.6,7.9,3,1.2,0.3,2.8,32.2,13,2,4.3,0
Jakob Poeltl,2021,SAS,26,49,20,29,28.9,13.1,5.9,9.6,61.4,0,0,100,1.2,2.7,46.6,3.9,5.3,9.2,2.8,1.6,0.7,1.8,3,34.3,19,0,2.7,0
Ricky Rubio,2021,IND,31,34,20,14,28.5,13.1,4.4,12.1,36.3,1.7,5.1,33.9,2.6,3,85.4,0.4,3.7,4.1,6.6,2.6,1.4,0.2,2.2,30.3,5,0,5.4,0
De'Andre Hunter,2021,ATL,24,30,14,16,29.1,13,4.8,10.8,44.8,1.4,3.7,38.2,2,2.7,72,0.5,2.9,3.4,1.2,1.4,0.6,0.4,3,20.5,1,0,-1.2,0
Lonzo Ball,2021,CHI,24,35,22,13,34.6,13,4.6,10.9,42.3,3.1,7.4,42.3,0.6,0.8,75,1,4.4,5.4,5.1,2.3,1.8,0.9,2.4,32.9,3,1,2.3,0
Devonte' Graham,2021,NOP,27,55,22,33,30.7,13,4.3,11.9,36,2.8,8.1,34.2,1.6,1.9,84.1,0.5,2.1,2.6,4.4,1.5,0.9,0.1,1.5,24.4,0,0,0,0
Malik Monk,2021,LAL,24,52,26,26,27.1,13,4.8,10.1,47.1,2.3,5.6,39.9,1.2,1.5,77.2,0.4,2.9,3.3,2.4,1.4,0.7,0.4,1.7,22.6,1,0,2.5,0
Myles Turner,2021,IND,26,42,15,27,29.4,12.9,4.8,9.4,50.9,1.5,4.4,33.3,1.9,2.5,75.2,1.5,5.5,7.1,1,1.3,0.7,2.8,2.8,32.1,9,0,-0.3,0
Monte Morris,2021,DEN,27,52,29,23,30,12.7,5.1,10.7,47.6,1.6,4.3,37.5,0.9,1,85.2,0.4,2.6,3,4.3,1,0.7,0.2,1.2,24.1,0,0,4.7,0
Jae'Sean Tate,2021,HOU,26,56,15,41,27.4,12.6,4.9,9.7,50.7,0.8,2.6,28.6,2,2.8,71.7,1.7,3.9,5.6,3.1,1.9,0.9,0.6,3.7,26.6,7,0,-5.9,0
Jalen Suggs,2021,ORL,21,39,10,29,28.2,12.6,4.4,12,36.7,0.9,4.2,22.8,2.8,3.7,77.6,0.6,3.1,3.7,4.4,3,1.3,0.4,3,25.6,1,0,-5.1,0
Josh Giddey,2021,OKC,19,53,17,36,31.4,12.4,5.2,12.4,41.8,1.1,4,26.7,1,1.5,70.5,1.8,6,7.8,6.4,3.2,0.9,0.4,1.6,32.1,16,4,-5.3,0
Spencer Dinwiddie,2021,DAL,29,46,22,24,30.1,12.3,4.1,10.9,37.8,1.5,5,30.7,2.5,3.2,78.5,0.8,3.8,4.6,5.7,1.6,0.6,0.2,2.4,27.2,7,1,-2.1,0
Nickeil Alexander-Walker,2021,UTA,23,52,21,31,25.4,12.3,4.6,12.2,37.4,1.8,5.9,31,1.3,1.9,72.2,0.7,2.5,3.2,2.7,1.6,0.8,0.4,1.7,21.9,2,0,-2.4,0
Derrick Rose,2021,NYK,33,26,11,15,24.5,12,4.7,10.5,44.5,1.4,3.5,40.2,1.2,1.2,96.8,0.8,2.2,3,4,1.5,0.8,0.5,0.6,23.9,0,0,3.5,0
Malik Beasley,2021,MIN,25,59,31,28,25.3,11.9,4.3,11.4,37.5,2.9,8.2,35.3,0.5,0.7,76.2,0.4,2.6,3,1.5,0.6,0.5,0.2,1.2,19.1,0,0,-0.9,0
Doug McDermott,2021,SAS,30,43,19,24,24.5,11.9,4.5,9.5,47.1,2.3,5.3,44.1,0.6,0.8,75,0.4,2.1,2.5,1.2,0.8,0.3,0.1,1.6,16.9,0,0,-0.7,0
Cameron Johnson,2021,PHX,26,55,45,10,26,11.9,4.1,8.9,46,2.5,5.7,43,1.2,1.4,84.6,0.6,3.6,4.2,1.3,0.6,0.9,0.2,1.7,21.5,0,0,4.3,0
